Id,EventTitle,EventDescription,StartTime,EndTime,ServerId,EventId,HostId,HostName,RoleId,IsActive,HasEnded,AttendeeCount,AttendeeIds,AttendeeNames,AttendeeStatuses
540,Community Night,"We will be having a blast with The Faceless and friends!!!

Remember, if you come across any games that you think the group would enjoy, all are more than welcome to post about them in <#1195487670319710330> Can't wait to see all of you lovely people there!!!  
Future Activities To Be Announced through Discord Events.

We all get busy, it's part of life, so make sure to join The Faceless discord, go to the top of the discord channel list, and click the corresponding event to register and get notified!!!

||#notacult||",2025-08-04 00:00:00,2025-08-04 05:00:00,480695542155051010,1399250428620705874,0,clear,1399250427035258912,0,0,4,"211750261922725888,264292721542430720,340304794445021186,764697065351544863","basic_bit,mismos,mrmaximus97,wickedproxy","Tentative,Attending,Tentative,Attending"
539,Faceless Meditation,Come relax with us and get lost in the ancient practice of meditation!,2025-08-03 20:00:00,2025-08-03 21:00:00,480695542155051010,1399250424451825807,0,clear,1399250423780474890,0,0,2,"211750261922725888,264292721542430720","basic_bit,mrmaximus97","Tentative,Attending"
538,Sign Sessions - ASL club - Xanori,"Our guru will be none other than the xany Xanori, who will be hosting the VR ASL Practice sessions! Through VR ASL you will expand your ability to communicate with more people in the world around you in a whole new way! Don't miss out on this amazing opportunity!",2025-08-03 01:30:00,2025-08-03 02:30:00,480695542155051010,1399250422572650539,0,clear,1399250421549367476,1,0,0,,,
537,Intro to DJing with Embex,"Our guru will be none other than Embex‚ who will be initiating you into the mysteries of music, DJing, and track mixing.",2025-08-02 21:00:00,2025-08-02 22:00:00,480695542155051010,1399250420278235217,0,clear,1399250419716456569,0,1,1,211750261922725888,basic_bit,Tentative
536,Vibe Session - Lounge and Cypher,"Featuring Live DJ [name]! Come chill with us for great music, great vibes, a cypher, and sharing!",2025-08-02 01:00:00,2025-08-02 03:00:00,480695542155051010,1399250418319757413,0,clear,1399250417686286447,0,1,1,211750261922725888,basic_bit,Tentative
535,Karokee Night,"This Thursday evening come ► Sing A Song With Us ►  
Karaoke collab! Let's turn up and have a blast singing together!  
Doors open at: <...> and we will go until <...>

Now with 2 microphones for duets **AND QUEST COMPATIBLE!!**

Featuring vocals from our Bombastic Blind Prophet and Fabulous FoxyFoo!!!

The Den:   
https://discord.gg/r7f86gd7PF  
https://vrc.group/THEDEN.1431

The Faceless:  
https://discord.gg/thefaceless  
https://vrchat.com/home/user/usr\_f0ad9938-b547-4de5-8c16-5da58606614b  
https://vrc.group/NOFACE.0408  
https://vrc.group/VRU.4686

||#notacult||",2025-08-01 03:00:00,2025-08-01 08:00:00,480695542155051010,1399250416549757009,0,clear,1399250415207317535,0,1,1,764697065351544863,wickedproxy,Tentative
534,Guide to Go-Go dancing with Gaster,Our guru will be the ghastly Gaster‚ who is a go go dancer and prefect with Ministry Promotions․ They will be sharing tips‚ tricks‚ and ideas they have come up with over their years as a go go dancer․ They plan on going over stretches that help get you warmed up‚ ways to connect with the audience‚ and some ideas to help you‚ if you ever feel like you're not really vibing with the musicǃǃǃ,2025-08-01 00:30:00,2025-08-01 01:30:00,480695542155051010,1399250414452478054,0,clear,1399250396333084736,0,1,2,"105427667146293248,211750261922725888","basic_bit,kiotakashi","Tentative,Tentative"
533,Yoga and Stretching with BASICBIT,Our guru will be none other than the brilliant BASICBIT‚ who will be stretching you all out and doing some yoga poses to help bring you spiritual and physical health and wellness.,2025-07-31 23:00:00,2025-08-01 00:00:00,480695542155051010,1399250395120930888,0,clear,1399250394336596112,0,1,3,"105427667146293248,211750261922725888,264292721542430720","basic_bit,kiotakashi,mrmaximus97","Attending,Tentative,Attending"
532,Creative Coding Club with Joyful Decay,"Our guru will be none other than the jaunty Joyful Decay, who will be here to help you navigate and demystify the details of p5.JS (JavaScript) to create artwork with coding. **BEGINNER FRIENDLY all that is needed is a Web Browser and keyboard** ! Don't miss out on this amazing opportunity!",2025-07-31 21:00:00,2025-07-31 22:00:00,480695542155051010,1399250393317244979,0,clear,1399250392361205781,0,1,1,211750261922725888,basic_bit,Tentative
531,ASL class with Wardragon,Our guru will be none other than wonderful WarDragon‚ who will be initiating us into the American Sign Language increasing communication with more people!!!,2025-07-31 03:00:00,2025-07-31 04:00:00,480695542155051010,1399250391237001268,0,clear,1399250390540746772,0,1,0,,,
530,Sign Sessions - ASL club - Xanori,"Our guru will be none other than the xany Xanori, who will be hosting the VR ASL Practice sessions! Through VR ASL you will expand your ability to communicate with more people in the world around you in a whole new way! Don't miss out on this amazing opportunity!",2025-07-31 01:30:00,2025-07-31 02:30:00,480695542155051010,1399250388594720830,0,clear,1399250387403411476,0,1,0,,,
529,Producers Chat & Jam Session,"Join us this evening in The Faceless Discord for a chill chat and jam session with Producers Embryonic & Ava. Ask questions, create, share, and exchange. Full Body, Half Body, No Body - Everybody is welcome!",2025-07-30 23:00:00,2025-07-31 00:00:00,480695542155051010,1399250385817829499,0,clear,1399250385184624730,0,1,1,264292721542430720,mrmaximus97,Attending
528,Wotagei with Ruriki,"Our guru will be the radiant Ruriki‚ who will be showing us all the beautiful art of Japanese light stick dancing, Wotagei!!!",2025-07-30 17:00:00,2025-07-30 18:00:00,480695542155051010,1399250384052289556,0,clear,1399250383184072765,0,1,1,804740624191324190,starcluster1231,Attending
527,3D Modeling with Lowdisan,"The Faceless:  
[DISCORD](https://discord.gg/thefaceless)  
[VRCHAT GROUP](https://vrc.group/NOFACE.0408)

  
Our Home:  
[VRU GROUP](https://vrc.group/VRU.4686)

||#notacult||",2025-07-30 00:00:00,2025-07-30 02:00:00,480695542155051010,1399250382110326794,0,clear,1399250381095043072,0,1,1,211750261922725888,basic_bit,Attending
526,BEYOND DANCE w/ NJNA,"Our guru will be none other than the notable NJNA‚ who will be helping you all out to enhance the dance and performance like never before. She will be covering flow toys, poi, toggles, clothing changes while dancing, interpretive dance, playspace, and using VR to allow you to do more with your dance than you can do IRL.

**PLEASE NOTE:

Warmup time is 15 mins before class. class will start on time. Please plan accordingly! **",2025-07-29 23:00:00,2025-07-30 00:00:00,480695542155051010,1399250379799138326,0,clear,1399250379320987749,0,1,1,211750261922725888,basic_bit,Tentative
525,Vocal classes with FoxyFoo,"Our guru will be none other than the feisty FoxyFoo, who will be here to help you stretch your vocal cords and make the most out of your beautiful voices. Don't miss out on this amazing opportunity!",2025-07-29 20:00:00,2025-07-29 21:00:00,480695542155051010,1399250372421353493,0,clear,1399250371502804993,0,1,0,,,
524,Movie Night Mondays,"@Faceless Events @Movie Night

**Horror** Movie Night Mondays  
Starts at <t:1728351000:f>

The Faceless:  
[DISCORD](https://discord.gg/thefaceless)  
[VRCHAT GROUP](https://vrc.group/NOFACE.0408)

Our Home:  
[VRU GROUP](https://vrc.group/VRU.4686)

||#notacult||",2025-07-29 01:30:00,2025-07-29 03:30:00,480695542155051010,1399250370336915506,0,clear,1399250369405784226,0,1,1,764697065351544863,wickedproxy,Tentative
523,Breakin' Class with Ellie,Our guru will be none other than the extraordinary Elliesaurus from The Temple and Virtual Open Dance Studio (VODS)‚ who will be directing us all in the beautiful art of break dancing!,2025-07-28 21:00:00,2025-07-28 22:00:00,480695542155051010,1399250357317795934,0,clear,1399250355828817953,0,1,3,"211750261922725888,340304794445021186,804740624191324190","basic_bit,mismos,starcluster1231","Tentative,Attending,Attending"
522,Community Night,"We will be having a blast with The Faceless and friends!!!

Remember, if you come across any games that you think the group would enjoy, all are more than welcome to post about them in <#1195487670319710330> Can't wait to see all of you lovely people there!!!  
Future Activities To Be Announced through Discord Events.

We all get busy, it's part of life, so make sure to join The Faceless discord, go to the top of the discord channel list, and click the corresponding event to register and get notified!!!

||#notacult||",2025-07-28 00:00:00,2025-07-28 05:00:00,480695542155051010,1396917441560576155,0,clear,1396917440792887376,0,1,3,"211750261922725888,764697065351544863,1118233964616888402","basic_bit,kingofgrime,wickedproxy","Tentative,Tentative,Tentative"
521,Snapshot Safari with Thunderhook,"Our guru will be none other than the thoughtful Thunderhook, who will be here to help you start seeing things from different angles and perspectives! Through photography you will appreciate the world around you in a whole new way! Don't miss out on this amazing opportunity!",2025-07-27 22:00:00,2025-07-27 23:00:00,480695542155051010,1396917439169560577,0,clear,1396917438527967333,0,1,1,211750261922725888,basic_bit,Tentative
520,Esoterics Class w/ FoxyFoo,,2025-07-27 21:00:00,2025-07-27 22:00:00,480695542155051010,1396917437332455554,0,clear,1396917436686532789,0,1,1,264292721542430720,mrmaximus97,Attending
519,Faceless Meditation,Come relax with us and get lost in the ancient practice of meditation!,2025-07-27 20:00:00,2025-07-27 21:00:00,480695542155051010,1396917435805728869,0,clear,1396917413840158921,0,1,1,211750261922725888,basic_bit,Tentative
518,Sign Sessions - ASL club - Xanori,"Our guru will be none other than the xany Xanori, who will be hosting the VR ASL Practice sessions! Through VR ASL you will expand your ability to communicate with more people in the world around you in a whole new way! Don't miss out on this amazing opportunity!",2025-07-27 01:30:00,2025-07-27 02:30:00,480695542155051010,1396917412678602983,0,clear,1396917411449536584,0,1,1,264292721542430720,mrmaximus97,Attending
517,VKET Excap Tracker Q&A w/ Elecholic Tech + Vibe Session w/ Ministry - LIVE DJ Dulce Arma!,"Come join us at VKET for a Q&A with the creators of the Excap Trackers, Elecholic Tech, followed by our usual VIBE Session, partnered with Ministry and with Live DJ Dulce Arma!",2025-07-26 00:00:00,2025-07-26 03:00:00,480695542155051010,1396917410136854711,0,clear,1396917409524486295,0,1,3,"105427667146293248,211750261922725888,764697065351544863","basic_bit,kiotakashi,wickedproxy","Tentative,Tentative,Tentative"
516,Guide to Go-Go dancing with Gaster,Our guru will be the ghastly Gaster‚ who is a go go dancer and prefect with Ministry Promotions․ They will be sharing tips‚ tricks‚ and ideas they have come up with over their years as a go go dancer․ They plan on going over stretches that help get you warmed up‚ ways to connect with the audience‚ and some ideas to help you‚ if you ever feel like you're not really vibing with the musicǃǃǃ,2025-07-25 00:30:00,2025-07-25 01:30:00,480695542155051010,1396917408647745677,0,clear,1396917407183929456,0,1,3,"105427667146293248,425230683166998529,1206819550465757278","_kitrion_,eshton.,kiotakashi","Tentative,Tentative,Tentative"
515,Yoga/Stretching with BASICBIT,Our guru will be none other than the brilliant BASICBIT‚ who will be stretching you all out and doing some yoga poses to help bring you spiritual and physical health and wellness.,2025-07-24 23:00:00,2025-07-25 00:00:00,480695542155051010,1396917404751237190,0,clear,1396917403115589732,0,1,2,"211750261922725888,264292721542430720","basic_bit,mrmaximus97","Attending,Attending"
514,Creative Coding Club with Joyful Decay,"Our guru will be none other than the jaunty Joyful Decay, who will be here to help you navigate and demystify the details of p5.JS (JavaScript) to create artwork with coding. **BEGINNER FRIENDLY all that is needed is a Web Browser and keyboard** ! Don't miss out on this amazing opportunity!",2025-07-24 21:00:00,2025-07-24 22:00:00,480695542155051010,1396917401236275274,0,clear,1396917400645144679,0,1,1,211750261922725888,basic_bit,Tentative
513,Sign Sessions - ASL club - Xanori,"Our guru will be none other than the xany Xanori, who will be hosting the VR ASL Practice sessions! Through VR ASL you will expand your ability to communicate with more people in the world around you in a whole new way! Don't miss out on this amazing opportunity!",2025-07-24 01:30:00,2025-07-24 02:30:00,480695542155051010,1396917398648389825,0,clear,1396917397260210230,0,1,1,425230683166998529,eshton.,Tentative
512,Wotagei with Ruriki,"Our guru will be the radiant Ruriki‚ who will be showing us all the beautiful art of Japanese light stick dancing, Wotagei!!!",2025-07-23 17:00:00,2025-07-23 18:00:00,480695542155051010,1396917395620368566,0,clear,1396917394504679575,0,1,2,"264292721542430720,425230683166998529","eshton.,mrmaximus97","Attending,Tentative"
511,3D Modeling Class,"The Faceless:  
[DISCORD](https://discord.gg/thefaceless)  
[VRCHAT GROUP](https://vrc.group/NOFACE.0408)

  
Our Home:  
[VRU GROUP](https://vrc.group/VRU.4686)

||#notacult||",2025-07-23 00:00:00,2025-07-23 02:00:00,480695542155051010,1396917393296588911,0,clear,1396917391883112559,0,1,1,211750261922725888,basic_bit,Attending
510,Vocal classes with FoxyFoo,"Our guru will be none other than the feisty FoxyFoo, who will be here to help you stretch your vocal cords and make the most out of your beautiful voices. Don't miss out on this amazing opportunity!",2025-07-22 20:00:00,2025-07-22 21:00:00,480695542155051010,1396917390746452091,0,clear,1396917390499123282,0,1,1,264292721542430720,mrmaximus97,Attending
509,Movie Night Mondays,"@Faceless Events @Movie Night

**Horror** Movie Night Mondays  
Starts at <t:1728351000:f>

The Faceless:  
[DISCORD](https://discord.gg/thefaceless)  
[VRCHAT GROUP](https://vrc.group/NOFACE.0408)

Our Home:  
[VRU GROUP](https://vrc.group/VRU.4686)

||#notacult||",2025-07-22 01:30:00,2025-07-22 03:30:00,480695542155051010,1396917389530234921,0,clear,1396917388980650125,0,1,2,"264292721542430720,764697065351544863","mrmaximus97,wickedproxy","Attending,Tentative"
508,Breakin' Class with Ellie,Our guru will be none other than the extraordinary Elliesaurus from The Temple and Virtual Open Dance Studio (VODS)‚ who will be directing us all in the beautiful art of break dancing!,2025-07-21 21:00:00,2025-07-21 22:00:00,480695542155051010,1396917383255294105,0,clear,1396917382710169884,0,1,1,211750261922725888,basic_bit,Tentative
503,Community Night,"We will be having a blast with The Faceless and friends!!!

Remember, if you come across any games that you think the group would enjoy, all are more than welcome to post about them in <#1195487670319710330> Can't wait to see all of you lovely people there!!!  
Future Activities To Be Announced through Discord Events.

We all get busy, it's part of life, so make sure to join The Faceless discord, go to the top of the discord channel list, and click the corresponding event to register and get notified!!!

||#notacult||",2025-07-21 00:00:00,2025-07-21 05:00:00,480695542155051010,1394183108143874058,0,clear,1394183107002761287,0,1,2,"211750261922725888,764697065351544863","basic_bit,wickedproxy","Tentative,Tentative"
502,Snapshot Safari with Thunderhook,"Our guru will be none other than the thoughtful Thunderhook, who will be here to help you start seeing things from different angles and perspectives! Through photography you will appreciate the world around you in a whole new way! Don't miss out on this amazing opportunity!",2025-07-20 22:00:00,2025-07-20 23:00:00,480695542155051010,1394180672444174367,0,clear,1394180671932469288,0,1,1,211750261922725888,basic_bit,Tentative
501,Esoterics Class w/ FoxyFoo,,2025-07-20 21:00:00,2025-07-20 22:00:00,480695542155051010,1394180670607196173,0,clear,1394180670019993600,0,1,1,264292721542430720,mrmaximus97,Tentative
500,Faceless Meditation,Come relax with us and get lost in the ancient practice of meditation!,2025-07-20 20:00:00,2025-07-20 21:00:00,480695542155051010,1394180668522627097,0,clear,1394180668002537612,0,1,2,"211750261922725888,428436921761398784","basic_bit,theblindprophet","Tentative,Attending"
499,Sign Sessions - ASL club - Xanori,"Our guru will be none other than the xany Xanori, who will be hosting the VR ASL Practice sessions! Through VR ASL you will expand your ability to communicate with more people in the world around you in a whole new way! Don't miss out on this amazing opportunity!",2025-07-20 01:30:00,2025-07-20 02:30:00,480695542155051010,1394180667159347314,0,clear,1394180644338143364,0,1,0,,,
498,Intro to DJing with Embex,"Our guru will be none other than Embex‚ who will be initiating you into the mysteries of music, DJing, and track mixing.",2025-07-19 21:00:00,2025-07-19 22:00:00,480695542155051010,1394180643075919964,0,clear,1394180641779744932,0,1,1,211750261922725888,basic_bit,Tentative
507,Vibe Session AT VKET with Jeffe333!!,"Featuring Live DJ Jeffe333! Come chill with us for great music, great vibes, a cypher, and sharing!",2025-07-19 01:00:00,2025-07-19 03:00:00,480695542155051010,1394183537338355894,0,clear,1394183536726245407,0,1,4,"105427667146293248,211750261922725888,264292721542430720,764697065351544863","basic_bit,kiotakashi,mrmaximus97,wickedproxy","Attending,Tentative,Attending,Tentative"
506,Karokee Night,"This Thursday evening come ► Sing A Song With Us ►  
Karaoke collab! Let's turn up and have a blast singing together!  
Doors open at: <...> and we will go until <...>

Now with 2 microphones for duets **AND QUEST COMPATIBLE!!**

Featuring vocals from our Bombastic Blind Prophet and Fabulous FoxyFoo!!!

The Den:   
https://discord.gg/r7f86gd7PF  
https://vrc.group/THEDEN.1431

The Faceless:  
https://discord.gg/thefaceless  
https://vrchat.com/home/user/usr\_f0ad9938-b547-4de5-8c16-5da58606614b  
https://vrc.group/NOFACE.0408  
https://vrc.group/VRU.4686

||#notacult||",2025-07-18 03:00:00,2025-07-18 08:00:00,480695542155051010,1394183534419116123,0,clear,1394183533324537866,0,1,2,"264292721542430720,764697065351544863","mrmaximus97,wickedproxy","Attending,Tentative"
497,Guide to Go-Go dancing with Gaster,Our guru will be the ghastly Gaster‚ who is a go go dancer and prefect with Ministry Promotions․ They will be sharing tips‚ tricks‚ and ideas they have come up with over their years as a go go dancer․ They plan on going over stretches that help get you warmed up‚ ways to connect with the audience‚ and some ideas to help you‚ if you ever feel like you're not really vibing with the musicǃǃǃ,2025-07-18 00:30:00,2025-07-18 01:30:00,480695542155051010,1394180640609533963,0,clear,1394180639745376359,0,1,1,105427667146293248,kiotakashi,Tentative
496,Yoga and Stretching with BASICBIT,Our guru will be none other than the brilliant BASICBIT‚ who will be stretching you all out and doing some yoga poses to help bring you spiritual and physical health and wellness.,2025-07-17 23:00:00,2025-07-18 00:00:00,480695542155051010,1394180638747267144,0,clear,1394180637963059274,0,1,3,"209711249343119360,211750261922725888,383123978631249920",".rivlia,basic_bit,mionsa","Attending,Tentative,Attending"
495,Creative Coding Club with Joyful Decay,"Our guru will be none other than the jaunty Joyful Decay, who will be here to help you navigate and demystify the details of p5.JS (JavaScript) to create artwork with coding. **BEGINNER FRIENDLY all that is needed is a Web Browser and keyboard** ! Don't miss out on this amazing opportunity!",2025-07-17 21:00:00,2025-07-17 22:00:00,480695542155051010,1394180637220540557,0,clear,1394180635958186086,0,1,3,"209711249343119360,211750261922725888,264292721542430720","basic_bit,mionsa,mrmaximus97","Attending,Attending,Tentative"
494,ASL class with Wardragon,Our guru will be none other than wonderful WarDragon‚ who will be initiating us into the American Sign Language increasing communication with more people!!!,2025-07-17 03:00:00,2025-07-17 04:00:00,480695542155051010,1394180635249348609,0,clear,1394180634607620178,0,1,0,,,
493,Sign Sessions - ASL club - Xanori,"Our guru will be none other than the xany Xanori, who will be hosting the VR ASL Practice sessions! Through VR ASL you will expand your ability to communicate with more people in the world around you in a whole new way! Don't miss out on this amazing opportunity!",2025-07-17 01:30:00,2025-07-17 02:30:00,480695542155051010,1394180633424822283,0,clear,1394180632602738729,0,1,0,,,
492,Producers Chat & Jam Session,"Join us this evening in The Faceless Discord for a chill chat and jam session with Producers Embryonic & Ava. Ask questions, create, share, and exchange. Full Body, Half Body, No Body - Everybody is welcome!",2025-07-16 23:00:00,2025-07-17 00:00:00,480695542155051010,1394180631935713290,0,clear,1394180630996193312,0,1,1,211750261922725888,basic_bit,Tentative
491,Wotagei with Ruriki,"Our guru will be the radiant Ruriki‚ who will be showing us all the beautiful art of Japanese light stick dancing, Wotagei!!!",2025-07-16 17:00:00,2025-07-16 18:00:00,480695542155051010,1394180630299807826,0,clear,1394180629494628495,0,1,0,,,
490,BEYOND DANCE w/ NJNA,"Our guru will be none other than the notable NJNA‚ who will be helping you all out to enhance the dance and performance like never before. She will be covering flow toys, poi, toggles, clothing changes while dancing, interpretive dance, playspace, and using VR to allow you to do more with your dance than you can do IRL.

**PLEASE NOTE:

Warmup time is 15 mins before class. class will start on time. Please plan accordingly! **",2025-07-15 23:00:00,2025-07-16 00:00:00,480695542155051010,1394180622242807902,0,clear,1394180620816744500,0,1,2,"211750261922725888,264292721542430720","basic_bit,mrmaximus97","Tentative,Tentative"
489,VR FUNDAMENTALS with NJNA,"Our guru will be none other than the notable NjNA, who will be here to help you optimize your VRChat experience! Through settings and features currently available, tailor the VR worlds around you to work for you! Don't miss out on this amazing opportunity!",2025-07-15 22:00:00,2025-07-15 23:00:00,480695542155051010,1394180620082741318,0,clear,1394180619457794148,0,1,0,,,
